sessionID,userID,kWhDelivered,Estimated_Revenue
1_1_191_786_2019-10-02 21:14:04.739781,3755.0,8.01,2.165904
1_1_194_821_2019-10-02 21:51:59.542611,484.0,15.568,4.209587
1_1_179_791_2019-10-02 22:26:26.084214,1805.0,14.014,3.7893853
1_1_178_823_2019-10-02 22:55:31.872640,313.0,10.653,2.8805711
1_1_193_825_2019-10-02 22:59:53.373706,220.0,4.21,1.138384
1_1_193_827_2019-10-02 23:02:13.705581,420.0,3.351,0.9061104
1_1_178_824_2019-10-02 23:16:39.078604,449.0,15.997,4.3255887
1_1_194_818_2019-10-02 23:19:10.339800,1626.0,9.209,2.4901135
1_1_194_826_2019-10-02 23:19:48.588736,362.0,5.541,1.4982862
1_1_179_796_2019-10-02 23:28:42.195779,2067.0,2.49,0.673296
1_1_193_829_2019-10-02 23:41:47.279698,1698.0,5.162,1.3958048
1_1_193_827_2019-10-03 00:13:51.577636,383.0,8.257,2.2326927
1_1_193_816_2019-10-03 00:14:57.910775,3328.0,22.82,6.1705275
1_1_193_819_2019-10-03 00:17:10.068478,2103.0,7.645,2.0672078
1_1_191_795_2019-10-03 00:38:34.210187,1525.0,1.456,0.3937024
1_1_178_823_2019-10-03 03:08:19.144530,405.0,5.629,1.5220816
1_1_194_822_2019-10-03 04:23:38.283827,449.0,18.804,5.0846014
1_1_178_828_2019-10-03 11:18:00.682365,521.0,5.444,1.4720575
1_1_193_825_2019-10-03 11:59:00.103583,3512.0,6.409,1.7329935
1_1_178_817_2019-10-03 12:08:14.353308,933.0,31.232,8.445132
1_1_194_826_2019-10-03 12:35:15.333974,3152.0,7.17,1.9387679
1_1_178_823_2019-10-03 12:42:20.671619,2183.0,13.341,3.6074061
1_1_191_789_2019-10-03 12:46:47.257530,483.0,5.752,1.5553406
1_1_193_819_2019-10-03 12:49:30.374427,406.0,10.225,2.76484
1_1_193_829_2019-10-03 12:54:34.562294,344.0,6.588,1.7813951
1_1_193_820_2019-10-03 13:03:16.682158,334.0,12.988,3.511955
1_1_178_824_2019-10-03 13:06:04.422053,651.0,13.405,3.6247118
1_1_179_810_2019-10-03 13:17:05.642897,3038.0,16.141,4.3645263
1_1_193_816_2019-10-03 13:22:10.950305,322.0,14.581,3.9427023
1_1_193_827_2019-10-03 13:23:42.252277,419.0,14.277,3.8605008
1_1_179_787_2019-10-03 13:27:39.204301,169.0,7.977,2.1569808
1_1_179_798_2019-10-03 13:28:30.306013,2299.0,12.005,3.246152
1_1_179_800_2019-10-03 13:30:32.380460,356.0,8.021,2.1688783
1_1_179_796_2019-10-03 13:34:45.961205,3519.0,13.207,3.5711725
1_1_191_808_2019-10-03 13:40:10.311641,2129.0,13.058,3.5308828
1_1_194_821_2019-10-03 13:44:27.579568,365.0,6.03,1.630512
1_1_179_813_2019-10-03 13:44:30.622634,409.0,6.662,1.8014047
1_1_179_788_2019-10-03 13:47:46.383136,2115.0,11.01,2.977104
1_1_191_785_2019-10-03 13:48:07.390970,368.0,6.954,1.8803616
1_1_179_797_2019-10-03 13:50:27.312762,726.0,4.894,1.3233376
1_1_179_815_2019-10-03 13:50:42.149919,3163.0,10.703,2.8940911
1_1_194_822_2019-10-03 13:51:53.298167,1648.0,5.675,1.53452
1_1_194_818_2019-10-03 13:53:44.403978,462.0,3.934,1.0637536
1_1_191_780_2019-10-03 13:54:56.835492,3737.0,0.849,0.22956958
1_1_179_781_2019-10-03 13:57:22.811187,1283.0,39.64,10.718656
1_1_179_777_2019-10-03 14:02:13.444536,414.0,12.202,3.2994206
1_1_179_809_2019-10-03 14:02:32.686667,1461.0,9.963,2.6939952
1_1_179_799_2019-10-03 14:02:49.247231,2500.0,12.559,3.3959534
1_1_179_791_2019-10-03 14:03:21.893027,3499.0,5.565,1.504776
1_1_179_779_2019-10-03 14:07:10.233960,3271.0,8.935,2.416024
1_1_191_795_2019-10-03 14:12:00.363890,1528.0,20.039,5.4185452
1_1_179_783_2019-10-03 14:15:46.732319,,0.805,0.21767199
1_1_179_794_2019-10-03 14:16:52.208891,3201.0,16.487,4.4580846
1_1_179_801_2019-10-03 14:18:03.463670,507.0,30.748,8.314259
1_1_179_790_2019-10-03 14:20:59.771575,1370.0,23.943,6.474187
1_1_191_782_2019-10-03 14:21:08.225995,3687.0,24.107,6.5185328
1_1_191_807_2019-10-03 14:24:41.316630,3670.0,13.737,3.7144847
1_1_191_792_2019-10-03 14:25:53.797042,1797.0,11.509,3.1120334
1_1_191_784_2019-10-03 14:27:34.129910,372.0,62.148,16.804817
1_1_191_802_2019-10-03 14:27:37.940851,581.0,21.882,5.9168925
1_1_191_778_2019-10-03 14:28:16.555183,443.0,5.034,1.3611935
1_1_191_793_2019-10-03 14:31:09.402725,2507.0,48.653,13.15577
1_1_191_805_2019-10-03 14:32:24.565742,577.0,5.421,1.4658383
1_1_191_806_2019-10-03 14:32:31.390984,3207.0,10.103,2.731851
1_1_191_812_2019-10-03 14:33:12.125876,1813.0,43.664,11.806746
1_1_191_803_2019-10-03 14:35:34.841501,826.0,11.13,3.009552
1_1_191_786_2019-10-03 14:38:26.162281,526.0,10.481,2.8340623
1_1_191_804_2019-10-03 14:41:35.259235,2834.0,20.022,5.4139485
1_1_191_811_2019-10-03 14:43:34.750668,425.0,4.145,1.1208079
1_1_191_780_2019-10-03 15:04:21.073858,,0.836,0.2260544
1_1_191_780_2019-10-03 16:06:04.556518,3737.0,32.365,8.751496
1_1_179_791_2019-10-03 18:19:38.588612,342.0,44.436,12.015494
1_1_193_816_2019-10-03 18:28:10.782855,220.0,15.869,4.2909775
1_1_178_828_2019-10-03 18:34:38.613271,336.0,13.82,3.7369277
1_1_179_790_2019-10-03 18:43:39.576002,474.0,19.836,5.363654
1_1_179_810_2019-10-03 18:44:03.819943,393.0,21.602,5.8411803
1_1_191_782_2019-10-03 18:50:56.257663,374.0,23.753,6.422811
1_1_178_824_2019-10-03 19:00:27.346523,3687.0,3.254,0.87988156
1_1_179_783_2019-10-03 21:28:04.583109,1078.0,8.084945,2.186169
1_1_194_822_2019-10-03 21:51:08.815566,,0.708,0.19144319
1_1_194_818_2019-10-03 21:59:14.035741,2103.0,23.885,6.4585037
1_1_178_817_2019-10-03 22:23:23.124005,467.0,9.69,2.6201758
1_1_193_819_2019-10-03 22:38:06.984944,462.0,1.513,0.4091152
1_1_193_820_2019-10-03 23:06:39.852636,394.0,26.347,7.1242285
1_1_193_829_2019-10-03 23:12:20.624210,379.0,5.697,1.5404687
1_1_194_826_2019-10-03 23:24:33.754646,362.0,7.216,1.9512063
1_1_178_824_2019-10-03 23:34:09.108599,376.0,4.992,1.3498367
1_1_193_827_2019-10-03 23:35:21.907985,2418.0,1.929,0.52160156
1_1_193_825_2019-10-03 23:47:59.837498,2067.0,2.766,0.74792635
1_1_178_823_2019-10-03 23:48:07.558658,1626.0,4.175,1.12892
1_1_179_800_2019-10-04 00:11:45.489877,347.0,4.021,1.0872784
1_1_194_821_2019-10-04 00:42:32.397491,1660.0,4.851,1.3117102
1_1_193_827_2019-10-04 00:44:27.368195,1191.0,2.549,0.6892496
1_1_191_789_2019-10-04 01:14:32.434287,2052.0,43.764,11.833785
1_1_194_818_2019-10-04 11:18:47.806100,888.0,40.008,10.818163
1_1_178_828_2019-10-04 12:02:16.837380,933.0,30.97,8.374288
1_1_193_825_2019-10-04 12:06:09.237962,3512.0,6.131,1.6578224
1_1_194_826_2019-10-04 12:42:04.876424,3152.0,7.746,2.0945182
1_1_178_823_2019-10-04 12:48:18.775781,406.0,10.378,2.8062112
1_1_193_819_2019-10-04 13:00:35.747045,334.0,12.792,3.4589565
1_1_193_829_2019-10-04 13:04:52.536514,401.0,27.992,7.5690365
1_1_193_816_2019-10-04 13:05:25.993184,344.0,5.237,1.4160848
1_1_179_810_2019-10-04 13:11:49.627251,416.0,22.075,5.96908
1_1_178_817_2019-10-04 13:14:22.173835,1648.0,5.641,1.5253263
1_1_193_827_2019-10-04 13:21:35.594113,419.0,12.678,3.428131
1_1_193_820_2019-10-04 13:29:09.043647,169.0,7.698,2.0815392
1_1_178_824_2019-10-04 13:29:26.509615,651.0,13.441,3.6344461
1_1_179_809_2019-10-04 13:30:25.375679,3163.0,19.391,5.243326
1_1_179_799_2019-10-04 13:33:06.130431,176.0,14.66,3.964064
1_1_179_797_2019-10-04 13:33:46.008706,726.0,5.322,1.4390688
1_1_191_808_2019-10-04 13:38:11.616739,2129.0,12.737,3.444085
1_1_191_780_2019-10-04 13:38:11.866187,3737.0,29.896,8.083878
1_1_179_800_2019-10-04 13:41:06.717988,378.0,48.651,13.1552305
1_1_194_822_2019-10-04 13:42:11.648605,3687.0,24.395,6.596408
1_1_179_796_2019-10-04 13:42:29.947245,3519.0,12.042,3.2561567
1_1_194_821_2019-10-04 13:43:03.580032,462.0,3.508,0.94856316
1_1_179_781_2019-10-04 13:43:11.169944,507.0,12.422,3.3589087
1_1_179_787_2019-10-04 13:48:59.587370,409.0,6.786,1.8349342
1_1_179_788_2019-10-04 13:50:52.203821,414.0,12.225,3.30564
1_1_179_794_2019-10-04 13:56:17.778201,3233.0,5.412,1.4634048
1_1_179_783_2019-10-04 13:57:46.716124,2678.0,36.328,9.823091
1_1_191_785_2019-10-04 13:57:58.168524,368.0,7.517,2.0325968
1_1_179_791_2019-10-04 13:59:57.163450,3201.0,16.109,4.355873
1_1_179_798_2019-10-04 14:00:04.800403,2115.0,9.075,2.4538798
1_1_179_801_2019-10-04 14:04:27.868057,363.0,8.908,2.408723
1_1_191_806_2019-10-04 14:05:53.332786,529.0,40.229,10.877921
1_1_179_777_2019-10-04 14:06:52.587038,521.0,5.645,1.526408
1_1_179_779_2019-10-04 14:10:23.517575,581.0,18.86,5.099744
1_1_191_812_2019-10-04 14:15:27.943320,724.0,14.458,3.9094431
1_1_191_792_2019-10-04 14:21:51.918243,577.0,5.211,1.4090543
1_1_191_805_2019-10-04 14:22:41.129677,3207.0,9.827,2.6572206
1_1_179_813_2019-10-04 14:24:14.530283,3443.0,6.962,1.8825247
1_1_179_790_2019-10-04 14:24:18.078181,1370.0,42.977,11.62098
1_1_191_807_2019-10-04 14:25:12.119060,3670.0,13.807,3.7334127
1_1_191_782_2019-10-04 14:28:52.168650,410.0,5.094,1.3774174
1_1_191_802_2019-10-04 14:31:26.514914,1239.0,8.664,2.3427453
1_1_191_786_2019-10-04 14:31:36.181545,1797.0,12.253,3.3132112
1_1_191_804_2019-10-04 14:32:27.487698,374.0,27.919,7.5492973
1_1_191_795_2019-10-04 14:34:51.238958,480.0,13.176,3.5627902
1_1_191_803_2019-10-04 14:35:14.535855,826.0,11.009,2.9768333
1_1_191_778_2019-10-04 14:37:24.629044,351.0,44.544,12.044697
1_1_191_811_2019-10-04 14:38:31.459932,440.0,3.179,0.85960156
1_1_191_793_2019-10-04 14:42:46.836051,347.0,5.431,1.4685423
1_1_191_784_2019-10-04 15:43:41.335715,481.0,12.8,3.46112
1_1_178_824_2019-10-04 16:34:10.331207,2299.0,12.049,3.2580495
1_1_191_789_2019-10-04 17:37:35.365243,1078.0,14.77,3.993808
1_1_193_827_2019-10-04 18:35:20.336134,630.0,13.609,3.6798735
1_1_179_781_2019-10-04 18:39:48.842762,2276.0,32.996,8.922117
1_1_191_803_2019-10-04 18:56:15.197137,1461.0,9.254,2.5022814
1_1_191_792_2019-10-04 19:08:05.601214,362.0,24.576,6.64535
1_1_191_793_2019-10-04 20:02:22.308560,1754.0,19.232,5.2003326
1_1_191_804_2019-10-04 20:06:14.162586,2834.0,7.518,2.0328672
1_1_193_825_2019-10-04 20:40:20.869781,1627.0,8.018,2.168067
1_1_179_809_2019-10-04 20:55:05.387418,428.0,8.605,2.3267918
1_1_178_823_2019-10-04 20:59:11.471856,,0.81,0.21902399
1_1_178_817_2019-10-04 21:12:14.940858,607.0,6.79,1.8360159
1_1_194_818_2019-10-04 21:20:28.448482,3671.0,26.8,7.2467194
1_1_191_806_2019-10-04 21:38:20.742418,3773.0,15.955,4.314232
1_1_193_819_2019-10-04 21:38:39.988620,458.0,13.145,3.554408
1_1_193_820_2019-10-04 21:43:03.155647,474.0,8.351,2.2581103
1_1_193_829_2019-10-04 21:54:14.678784,2103.0,19.761,5.3433743
1_1_191_778_2019-10-04 22:01:16.004241,1564.0,4.78,1.2925119
1_1_191_804_2019-10-04 22:03:08.472087,484.0,14.182,3.8348126
1_1_193_816_2019-10-04 22:23:18.372060,220.0,4.264,1.1529856
1_1_193_827_2019-10-04 22:29:52.510512,379.0,4.564,1.2341056
1_1_179_799_2019-10-04 22:33:45.971539,394.0,27.088,7.3245945
1_1_179_791_2019-10-04 22:38:04.804209,1660.0,4.611,1.2468144
1_1_194_821_2019-10-04 23:07:22.159872,467.0,9.642,2.6071968
1_1_179_798_2019-10-04 23:14:40.310377,76.0,4.136,1.1183743
1_1_178_817_2019-10-05 02:03:51.250293,364.0,13.748,3.717459
1_1_178_823_2019-10-05 12:43:03.208425,406.0,11.386,3.0787742
1_1_178_828_2019-10-05 16:01:40.634752,428.0,9.033,2.442523
1_1_193_819_2019-10-05 16:38:46.074017,2804.0,12.693,3.432187
1_1_193_829_2019-10-05 18:08:37.574549,507.0,31.711,8.574655
1_1_194_818_2019-10-05 20:31:39.599625,1864.0,5.592,1.5120767
1_1_178_817_2019-10-05 20:42:40.798609,933.0,16.434,4.4437532
1_1_194_822_2019-10-06 03:54:36.327368,438.0,11.653,3.150971
1_1_194_822_2019-10-06 17:19:05.921101,76.0,14.446,3.9061983
1_1_193_827_2019-10-06 22:06:20.764758,1078.0,8.241,2.2283664
1_1_193_819_2019-10-07 01:42:38.585160,448.0,8.157,2.2056525
1_1_178_828_2019-10-07 10:46:04.455786,467.0,9.494,2.5671775
1_1_194_826_2019-10-07 12:02:47.755124,2362.0,14.412,3.8970046
1_1_193_825_2019-10-07 12:11:43.224835,3512.0,6.39,1.7278559
1_1_194_822_2019-10-07 12:15:12.343145,933.0,42.009,11.359233
1_1_194_821_2019-10-07 12:33:18.267087,3152.0,9.815,2.6539757
1_1_191_789_2019-10-07 12:40:49.995658,483.0,5.788,1.5650752
1_1_178_823_2019-10-07 12:47:45.895803,406.0,10.051,2.7177901
1_1_193_829_2019-10-07 12:59:00.596684,401.0,34.975,9.457239
1_1_193_820_2019-10-07 13:05:06.192974,334.0,12.819,3.4662576
1_1_193_819_2019-10-07 13:06:09.348132,2187.0,13.68,3.699072
1_1_193_827_2019-10-07 13:06:39.905042,344.0,6.643,1.7962672
1_1_193_816_2019-10-07 13:10:21.215050,1733.0,31.255,8.451351
1_1_191_780_2019-10-07 13:22:21.971647,3737.0,36.854,9.965322
1_1_179_781_2019-10-07 13:23:27.935341,529.0,14.875,4.0221996
1_1_178_817_2019-10-07 13:26:02.227655,1648.0,5.595,1.5128878
1_1_178_824_2019-10-07 13:27:13.777252,651.0,13.447,3.6360686
1_1_179_787_2019-10-07 13:28:56.544737,169.0,8.346,2.2567582
1_1_179_796_2019-10-07 13:29:53.824381,3519.0,13.128,3.5498111
1_1_194_818_2019-10-07 13:31:14.974773,363.0,8.705,2.3538318
1_1_179_799_2019-10-07 13:33:26.894358,507.0,24.507,6.6266923
1_1_179_797_2019-10-07 13:37:10.074781,726.0,5.513,1.4907151
1_1_179_815_2019-10-07 13:38:41.620841,385.0,10.72,2.8986878
1_1_179_800_2019-10-07 13:46:04.037500,3687.0,43.082,11.649372
1_1_191_785_2019-10-07 13:46:55.655109,368.0,7.35,1.9874399
1_1_179_777_2019-10-07 13:48:58.587039,3669.0,5.652,1.5283008
1_1_179_788_2019-10-07 13:53:23.998560,425.0,4.447,1.2024688
1_1_179_798_2019-10-07 13:55:18.476857,409.0,6.651,1.7984303
1_1_179_813_2019-10-07 13:57:56.936172,1461.0,10.487,2.8356848
1_1_179_791_2019-10-07 13:58:44.603248,630.0,13.895,3.7572079
1_1_179_801_2019-10-07 13:59:24.925268,365.0,5.658,1.5299231
1_1_179_810_2019-10-07 14:04:07.521292,3556.0,16.126,4.36047
1_1_179_790_2019-10-07 14:07:20.787191,474.0,21.564,5.830905
1_1_179_794_2019-10-07 14:09:52.774450,581.0,12.302,3.3264606
1_1_179_809_2019-10-07 14:11:28.773178,414.0,12.022,3.2507486
1_1_179_779_2019-10-07 14:13:48.555991,1797.0,7.726,2.0891104
1_1_179_783_2019-10-07 14:16:41.805383,826.0,51.863,14.023754
1_1_191_782_2019-10-07 14:20:58.063023,1370.0,23.451,6.3411503
1_1_191_802_2019-10-07 14:24:24.983816,1239.0,9.173,2.480379
1_1_191_803_2019-10-07 14:25:06.232125,1528.0,15.013,4.059515
1_1_191_806_2019-10-07 14:25:53.779680,428.0,14.683,3.970283
1_1_191_807_2019-10-07 14:25:44.529707,2500.0,9.072,2.4530685
1_1_191_812_2019-10-07 14:28:03.995563,3670.0,13.686,3.700694
1_1_191_795_2019-10-07 14:33:04.118958,410.0,5.013,1.3555151
1_1_191_811_2019-10-07 14:34:35.277487,531.0,46.449,12.55981
1_1_191_805_2019-10-07 14:36:51.175650,526.0,13.686,3.700694
1_1_191_778_2019-10-07 14:38:04.875843,382.0,11.993,3.242907
1_1_191_808_2019-10-07 14:39:07.518204,2129.0,12.645,3.419208
1_1_191_792_2019-10-07 14:40:11.979484,347.0,5.499,1.4869295
1_1_191_793_2019-10-07 14:40:28.555264,481.0,11.804,3.1918013
1_1_191_804_2019-10-07 14:43:13.756075,374.0,31.539,8.528145
1_1_191_786_2019-10-07 14:45:02.932188,462.0,7.562,2.0447648
1_1_191_784_2019-10-07 14:48:03.109314,2054.0,44.179,11.946001
1_1_179_781_2019-10-07 16:59:56.555942,362.0,32.871,8.888317
1_1_178_824_2019-10-07 17:19:45.370933,3251.0,12.424,3.3594494
1_1_179_791_2019-10-07 17:59:19.681310,1078.0,16.802,4.5432606
1_1_179_790_2019-10-07 19:16:05.875036,3773.0,34.786,9.406134
1_1_193_819_2019-10-07 19:34:07.059077,2235.0,11.277,3.0493007
1_1_193_820_2019-10-07 20:12:16.627507,393.0,11.08,2.9960318
1_1_193_816_2019-10-07 20:18:30.740167,3255.0,14.211,3.8426542
1_1_191_802_2019-10-07 20:29:47.340514,2834.0,21.107,5.7073326
1_1_179_788_2019-10-07 20:58:40.460195,3755.0,21.956,5.936902
1_1_178_823_2019-10-07 21:01:44.026151,1055.0,5.945,1.607528
1_1_178_828_2019-10-07 21:10:10.837152,,0.725,0.19604
1_1_194_826_2019-10-07 21:58:34.286362,413.0,8.601,2.3257103
1_1_193_825_2019-10-07 22:04:59.556865,943.0,10.011,2.7069743
1_1_179_800_2019-10-07 22:29:05.918728,313.0,19.329,5.2265615
1_1_179_797_2019-10-07 22:29:17.648262,364.0,9.996,2.7029183
1_1_193_819_2019-10-07 22:59:45.410369,741.0,12.929,3.4960015
1_1_179_787_2019-10-07 23:10:15.726887,1485.0,11.995,3.2434478
1_1_193_827_2019-10-07 23:15:38.007462,172.0,6.556,1.7727424
1_1_193_816_2019-10-07 23:18:08.706141,608.0,12.514,3.3837855
1_1_193_829_2019-10-07 23:28:11.804808,1191.0,10.201,2.7583504
1_1_178_817_2019-10-08 00:29:35.060706,1660.0,7.433,2.0098832
1_1_194_822_2019-10-08 00:59:10.761717,1626.0,6.525,1.76436
1_1_178_823_2019-10-08 01:00:08.632716,405.0,5.683,1.5366832
1_1_178_823_2019-10-08 05:39:56.063939,405.0,4.292,1.1605567
1_1_194_821_2019-10-08 10:54:39.337073,467.0,9.446,2.5541983
1_1_178_817_2019-10-08 12:00:38.932416,933.0,30.26,8.182303
1_1_194_826_2019-10-08 12:02:20.168622,2362.0,15.636,4.227974
1_1_193_825_2019-10-08 12:06:04.066743,3512.0,6.164,1.6667455
1_1_194_822_2019-10-08 12:36:25.269380,3152.0,16.045,4.3385677
1_1_193_816_2019-10-08 12:38:10.408680,416.0,6.713,1.8151951
1_1_178_823_2019-10-08 12:43:57.097770,406.0,10.806,2.9219422
1_1_193_819_2019-10-08 12:45:12.605432,2183.0,13.496,3.6493182
1_1_178_828_2019-10-08 12:56:20.295255,3669.0,5.259,1.4220334
1_1_191_789_2019-10-08 13:00:56.289028,483.0,5.779,1.5626415
1_1_193_827_2019-10-08 13:04:09.667465,334.0,12.414,3.3567452
1_1_193_829_2019-10-08 13:04:22.585957,344.0,2.278,0.6159712
1_1_179_799_2019-10-08 13:17:22.006222,1118.0,35.031,9.472382
1_1_178_824_2019-10-08 13:22:21.396198,356.0,12.5,3.3799999
1_1_193_820_2019-10-08 13:26:22.973974,1117.0,2.335,0.63138396
1_1_194_818_2019-10-08 13:26:30.919619,,0.715,0.19333598
1_1_179_788_2019-10-08 13:30:05.899871,651.0,13.661,3.6939342
1_1_179_813_2019-10-08 13:30:46.200212,419.0,14.019,3.7907374
1_1_191_778_2019-10-08 13:30:09.212887,3737.0,30.793,8.3264265
1_1_179_796_2019-10-08 13:32:42.146763,3519.0,13.347,3.6090286
1_1_179_783_2019-10-08 13:34:27.954190,590.0,3.06,0.82742393
1_1_179_791_2019-10-08 13:35:06.039307,385.0,9.522,2.5747488
1_1_179_794_2019-10-08 13:37:29.887465,576.0,19.645,5.312008
1_1_179_798_2019-10-08 13:42:46.395214,2115.0,16.134,4.3626337
1_1_179_779_2019-10-08 13:43:00.428009,726.0,5.478,1.4812511
1_1_191_802_2019-10-08 13:43:02.665045,368.0,7.818,2.113987
1_1_179_800_2019-10-08 13:43:36.306579,1733.0,30.32,8.198527
1_1_179_810_2019-10-08 13:46:19.724660,521.0,5.632,1.5228927
1_1_179_797_2019-10-08 13:59:14.018830,414.0,12.339,3.3364654
1_1_179_777_2019-10-08 13:59:24.605621,373.0,15.766,4.2631264
1_1_179_781_2019-10-08 14:04:14.884466,1283.0,47.947,12.964868
1_1_179_787_2019-10-08 14:05:43.133669,577.0,5.269,1.4247376
1_1_179_809_2019-10-08 14:06:13.328067,3499.0,5.615,1.5182959
1_1_179_790_2019-10-08 14:07:24.829823,409.0,6.722,1.8176287
1_1_191_795_2019-10-08 14:08:30.033243,378.0,32.548,8.800979
1_1_191_811_2019-10-08 14:09:14.404658,1157.0,40.041,10.827086
1_1_179_801_2019-10-08 14:10:00.098668,3201.0,16.425,4.4413195
1_1_191_808_2019-10-08 14:10:36.930631,2129.0,12.447,3.3656685
1_1_191_804_2019-10-08 14:13:44.475866,3271.0,9.563,2.585835
1_1_191_805_2019-10-08 14:14:46.874574,500.0,49.459,13.373713
1_1_191_807_2019-10-08 14:22:17.048752,2500.0,13.606,3.6790621
1_1_191_806_2019-10-08 14:23:27.280706,581.0,20.553,5.557531
1_1_191_782_2019-10-08 14:23:30.399279,3687.0,30.478,8.241251
1_1_191_803_2019-10-08 14:26:20.639890,826.0,24.238,6.553955
1_1_191_785_2019-10-08 14:28:26.086189,2507.0,46.227,12.499781
1_1_191_780_2019-10-08 14:28:34.109408,345.0,10.38,2.806752
1_1_191_793_2019-10-08 14:31:56.319097,724.0,14.49,3.9180958
1_1_191_786_2019-10-08 14:32:17.862961,443.0,5.078,1.3730911
1_1_191_792_2019-10-08 14:35:49.249404,1797.0,10.712,2.8965247
1_1_191_812_2019-10-08 14:35:49.326492,2968.0,32.934,8.905353
1_1_191_784_2019-10-08 14:36:05.948821,481.0,20.716,5.601606
1_1_179_788_2019-10-08 18:04:40.321747,1461.0,8.797,2.3787086
1_1_193_820_2019-10-08 18:35:20.471163,220.0,13.628,3.6850111
1_1_193_819_2019-10-08 18:48:56.648002,336.0,12.963,3.5051951
1_1_191_782_2019-10-08 19:42:21.288500,355.0,21.145,5.717608
1_1_194_821_2019-10-08 20:33:16.740923,3113.0,6.026,1.6294303
1_1_193_825_2019-10-08 21:56:23.582154,2276.0,11.992,3.2426364
1_1_194_821_2019-10-08 21:57:29.584256,1025.0,4.572,1.2362688
1_1_191_807_2019-10-08 22:11:18.260114,526.0,8.489,2.2954257
1_1_193_819_2019-10-08 22:17:31.252456,347.0,5.675,1.53452
1_1_193_829_2019-10-08 22:22:54.289918,741.0,28.011,7.574174
1_1_178_824_2019-10-08 22:45:09.085852,420.0,6.273,1.6962191
1_1_194_818_2019-10-08 23:07:39.070084,400.0,5.018,1.3568672
1_1_193_827_2019-10-08 23:18:07.402040,362.0,9.22,2.493088
1_1_178_828_2019-10-08 23:32:26.230859,943.0,3.558,0.96208316
1_1_178_823_2019-10-08 23:42:26.464501,,0.888,0.2401152
1_1_194_822_2019-10-09 01:02:23.935076,1805.0,6.986,1.8890144
1_1_178_823_2019-10-09 04:39:38.083576,405.0,5.507,1.4890927
1_1_194_821_2019-10-09 10:49:37.140626,467.0,9.348,2.527699
1_1_194_826_2019-10-09 12:01:46.127790,933.0,29.549,7.9900494
1_1_193_825_2019-10-09 12:05:17.002516,3836.0,6.415,1.7346159
1_1_178_828_2019-10-09 12:19:18.077737,2362.0,14.666,3.9656863
1_1_194_822_2019-10-09 12:35:02.988254,3152.0,16.08,4.348032
1_1_191_789_2019-10-09 12:42:39.410332,483.0,5.787,1.5648048
1_1_178_823_2019-10-09 12:45:15.659669,3669.0,0.951,0.25715038
1_1_193_819_2019-10-09 12:48:17.877977,406.0,10.709,2.8957133
1_1_193_820_2019-10-09 13:03:28.077694,334.0,13.262,3.5860445
1_1_193_827_2019-10-09 13:12:37.733539,363.0,7.944,2.1480575
1_1_178_824_2019-10-09 13:25:06.153999,651.0,13.486,3.6466143
1_1_193_829_2019-10-09 13:27:52.973277,419.0,13.023,3.521419
1_1_191_778_2019-10-09 13:30:38.940709,3737.0,28.751,7.77427
1_1_193_816_2019-10-09 13:33:18.133788,356.0,8.011,2.1661742
1_1_179_796_2019-10-09 13:36:22.500285,3519.0,8.191,2.2148464
1_1_179_788_2019-10-09 13:36:37.085157,726.0,4.903,1.3257711
1_1_179_810_2019-10-09 13:37:04.459369,416.0,8.902,2.407101
1_1_178_817_2019-10-09 13:37:55.058079,414.0,11.943,3.229387
1_1_179_799_2019-10-09 13:38:07.853413,176.0,14.805,4.003272
1_1_179_800_2019-10-09 13:40:07.809235,1733.0,25.349,6.8543696
1_1_179_794_2019-10-09 13:41:10.573060,2115.0,11.415,3.0866158
1_1_179_791_2019-10-09 13:41:12.124490,529.0,31.897,8.6249485
1_1_179_813_2019-10-09 13:48:22.128925,3271.0,9.874,2.6699293
1_1_179_797_2019-10-09 13:53:42.907431,3038.0,16.196,4.379398
1_1_191_802_2019-10-09 13:56:34.613851,368.0,7.822,2.1150687
1_1_179_798_2019-10-09 13:57:49.335863,409.0,2.869,0.7757776
1_1_179_801_2019-10-09 13:59:39.368913,383.0,5.636,1.5239744
1_1_179_783_2019-10-09 13:59:58.588570,647.0,4.278,1.1567711
1_1_179_781_2019-10-09 14:00:12.325431,3687.0,28.257,7.640692
1_1_194_818_2019-10-09 14:01:12.552641,3838.0,14.353,3.8810508
1_1_179_790_2019-10-09 14:03:32.637891,1283.0,37.445,10.125128
1_1_179_777_2019-10-09 14:04:51.181543,1157.0,25.361,6.857614
1_1_179_787_2019-10-09 14:05:35.068539,3201.0,16.143,4.365067
1_1_179_779_2019-10-09 14:05:51.976827,581.0,19.805,5.355272
1_1_191_808_2019-10-09 14:06:55.288462,1797.0,11.344,3.0674174
1_1_179_809_2019-10-09 14:07:22.109366,2500.0,12.904,3.4892416
1_1_191_792_2019-10-09 14:09:55.916805,2129.0,13.321,3.6019983
1_1_191_806_2019-10-09 14:12:08.909424,407.0,13.849,3.7447693
1_1_191_782_2019-10-09 14:15:15.647496,1370.0,40.158,10.858723
1_1_191_780_2019-10-09 14:16:00.563307,345.0,10.382,2.8072927
1_1_191_795_2019-10-09 14:21:12.994076,,1.018,0.27526718
1_1_191_803_2019-10-09 14:22:55.574863,942.0,49.127,13.28394
1_1_191_785_2019-10-09 14:23:21.698512,3556.0,13.62,3.6828477
