sessionID,userID,kWhDelivered,Estimated_Revenue
2_39_82_384_2019-02-17 03:34:28.376125,777.0,2.426,0.6559904
2_39_92_442_2019-02-17 03:46:05.485855,1243.0,44.57,12.051727
2_39_78_361_2019-02-17 05:30:55.101933,,0.786,0.2125344
2_39_79_377_2019-02-17 06:50:50.970857,1816.0,56.572,15.297068
2_39_78_366_2019-02-17 16:04:06.105503,1083.0,3.85,1.04104
2_39_89_25_2019-02-17 16:11:54.225349,743.0,4.139,1.1191856
2_39_131_30_2019-02-17 17:55:12.875358,1346.0,11.013,2.977915
2_39_138_29_2019-02-17 18:11:46.941342,1021.0,2.452,0.66302073
2_39_79_381_2019-02-17 18:21:17.116237,565.0,6.275,1.6967599
2_39_83_386_2019-02-17 18:31:51.535507,777.0,7.719,2.0872176
2_39_127_19_2019-02-17 18:57:01.639831,1236.0,4.49,1.2140958
2_39_79_380_2019-02-17 20:56:59.534255,1142.0,17.622,4.7649884
2_39_138_29_2019-02-17 21:59:37.237673,313.0,12.314,3.3297055
2_39_131_30_2019-02-17 22:38:44.848516,,0.554,0.1498016
2_39_131_30_2019-02-18 02:28:16.489559,,0.983,0.2658032
2_39_131_30_2019-02-18 15:53:02.963358,710.0,27.753,7.5044107
2_39_79_377_2019-02-18 16:51:02.718320,1108.0,3.826,1.0345503
2_39_92_442_2019-02-18 17:09:04.157968,818.0,52.724,14.256569
2_39_83_386_2019-02-18 17:46:31.658281,,0.888,0.2401152
2_39_83_386_2019-02-18 18:17:23.760883,,0.889,0.24038559
2_39_91_437_2019-02-18 18:21:33.527049,1222.0,6.156,1.6645824
2_39_126_20_2019-02-18 18:23:47.985552,891.0,3.355,0.907192
2_39_79_380_2019-02-18 19:04:04.745061,,0.876,0.2368704
2_39_79_379_2019-02-18 20:14:49.311495,676.0,15.651,4.2320304
2_39_130_31_2019-02-18 22:12:45.281431,1346.0,8.805,2.380872
2_39_79_380_2019-02-18 22:41:32.061535,342.0,35.864,9.697625
2_39_129_17_2019-02-18 23:53:35.761643,1309.0,2.451,0.66275036
2_39_138_29_2019-02-18 23:53:38.632173,313.0,12.042,3.2561567
2_39_129_17_2019-02-19 01:08:42.441164,1133.0,7.878,2.130211
2_39_131_30_2019-02-19 01:49:52.080961,1274.0,13.332,3.6049726
2_39_138_29_2019-02-19 02:29:18.086202,433.0,3.499,0.94612956
2_39_130_31_2019-02-19 02:51:21.867900,,0.935,0.25282398
2_39_79_377_2019-02-19 03:56:01.782433,1083.0,6.245,1.6886479
2_39_131_30_2019-02-19 04:21:07.555062,838.0,15.544,4.2030973
2_39_78_366_2019-02-19 15:20:08.716514,569.0,32.189,8.703905
2_39_79_379_2019-02-19 15:36:55.314601,676.0,15.568,4.209587
2_39_79_383_2019-02-19 16:15:02.290093,632.0,13.314,3.6001055
2_39_79_380_2019-02-19 16:27:17.647563,1126.0,2.754,0.74468154
2_39_131_30_2019-02-19 16:33:10.549315,1366.0,2.166,0.5856863
2_39_78_360_2019-02-19 16:35:47.232542,1470.0,17.479,4.726321
2_39_79_382_2019-02-19 16:37:47.720000,1086.0,46.308,12.521683
2_39_78_361_2019-02-19 16:44:04.521673,1257.0,24.535,6.6342635
2_39_79_378_2019-02-19 16:46:54.789695,1137.0,7.904,2.1372414
2_39_79_377_2019-02-19 16:55:22.479708,1120.0,8.014,2.1669855
2_39_124_22_2019-02-19 16:59:56.041312,945.0,13.61,3.6801438
2_39_89_25_2019-02-19 17:02:42.780853,743.0,4.924,1.3314495
2_39_78_363_2019-02-19 17:09:10.924751,579.0,24.916,6.737286
2_39_124_558_2019-02-19 17:12:51.982376,1534.0,4.971,1.3441584
2_39_83_386_2019-02-19 17:19:59.357883,1154.0,30.689,8.298305
2_39_129_17_2019-02-19 17:26:20.164957,712.0,12.587,3.4035246
2_39_131_565_2019-02-19 17:37:59.322065,,0.919,0.24849759
2_39_91_437_2019-02-19 17:43:51.508981,515.0,7.625,2.0618
2_39_78_367_2019-02-19 17:57:13.815885,714.0,16.127,4.3607407
2_39_79_376_2019-02-19 18:13:43.937441,1001.0,3.201,0.86555034
2_39_78_364_2019-02-19 18:27:28.240955,558.0,15.164,4.100345
2_39_95_27_2019-02-19 18:30:09.758655,559.0,13.572,3.6698685
2_39_123_23_2019-02-19 18:47:20.120111,891.0,2.077,0.5616208
2_39_78_365_2019-02-19 19:20:11.392543,1091.0,8.373,2.264059
2_39_88_24_2019-02-19 21:45:26.241355,1001.0,4.677,1.2646607
2_39_91_437_2019-02-20 01:41:16.620087,1746.0,0.969,0.26201758
2_39_138_29_2019-02-20 02:25:17.686394,1712.0,4.901,1.3252304
2_39_89_25_2019-02-20 03:52:19.890680,1135.0,16.279,4.401841
2_39_138_29_2019-02-20 04:02:57.446261,1309.0,6.591,1.7822063
2_39_129_17_2019-02-20 04:05:23.064026,637.0,9.975,2.6972399
2_39_131_30_2019-02-20 04:27:05.946066,1263.0,7.873,2.128859
2_39_127_19_2019-02-20 05:19:44.652077,,0.515,0.13925599
2_39_78_366_2019-02-20 15:15:15.934899,569.0,24.994,6.758377
2_39_95_444_2019-02-20 16:05:42.184641,234.0,49.891,13.490525
2_39_79_382_2019-02-20 16:18:48.021494,1208.0,25.24,6.824896
2_39_138_29_2019-02-20 16:27:37.300599,559.0,7.561,2.0444944
2_39_129_17_2019-02-20 16:29:58.562000,891.0,1.923,0.5199792
2_39_90_26_2019-02-20 16:36:12.353423,431.0,13.66,3.6936638
2_39_78_360_2019-02-20 16:41:19.856328,1470.0,27.087,7.3243246
2_39_131_30_2019-02-20 16:45:19.448709,,1.022,0.27634877
2_39_130_31_2019-02-20 16:47:11.842928,1366.0,5.812,1.5715647
2_39_138_566_2019-02-20 16:51:45.152432,620.0,7.046,1.9052383
2_39_88_24_2019-02-20 17:00:26.510765,1364.0,10.633,2.875163
2_39_79_379_2019-02-20 17:00:30.973291,714.0,6.621,1.7903183
2_39_79_377_2019-02-20 17:01:14.427923,,0.899,0.24308959
2_39_92_436_2019-02-20 17:06:32.516294,858.0,3.988,1.0783551
2_39_89_25_2019-02-20 17:08:56.373389,743.0,4.671,1.2630384
2_39_79_383_2019-02-20 17:40:08.889707,1095.0,12.069,3.2634575
2_39_83_386_2019-02-20 17:41:08.505521,1154.0,21.354,5.7741213
2_39_88_438_2019-02-20 17:51:29.223556,1534.0,10.958,2.9630432
2_39_123_23_2019-02-20 18:01:01.837210,630.0,14.001,3.7858703
2_39_95_27_2019-02-20 18:05:57.960485,567.0,4.334,1.1719136
2_39_91_441_2019-02-20 18:10:35.089993,850.0,15.163,4.1000752
2_39_79_380_2019-02-20 18:15:27.126653,558.0,11.78,3.1853118
2_39_78_367_2019-02-20 18:27:40.698226,1001.0,5.089,1.3760656
2_39_92_442_2019-02-20 18:28:50.789911,668.0,5.788,1.5650752
2_39_130_31_2019-02-20 18:41:00.913587,1912.0,14.277,3.8605008
2_39_78_364_2019-02-20 18:59:31.716139,1082.0,2.154,0.58244157
2_39_78_363_2019-02-20 19:26:43.649400,1137.0,7.874,2.1291294
2_39_79_381_2019-02-20 19:29:46.959514,832.0,9.626,2.6028705
2_39_91_437_2019-02-20 19:30:22.905265,891.0,2.126,0.57487035
2_39_124_22_2019-02-20 19:42:33.186116,1087.0,10.944,2.9592576
2_39_78_365_2019-02-20 20:31:34.474116,1083.0,6.146,1.6618783
2_39_78_366_2019-02-20 20:48:55.822330,,0.677,0.1830608
2_39_79_376_2019-02-20 20:55:09.362130,,0.87,0.23524798
2_39_78_362_2019-02-20 21:03:16.144681,1124.0,6.787,1.8352047
2_39_125_21_2019-02-20 21:14:23.382732,1126.0,6.035,1.6318638
2_39_126_20_2019-02-20 22:01:18.433328,1236.0,5.219,1.4112175
2_39_79_382_2019-02-20 22:18:42.827230,637.0,3.996,1.0805184
2_39_79_376_2019-02-20 22:19:33.023130,1915.0,15.9,4.29936
2_39_78_363_2019-02-20 22:27:37.586537,,1.01,0.27310398
2_39_89_439_2019-02-20 22:53:02.702513,1091.0,4.428,1.1973312
2_39_123_23_2019-02-20 23:25:01.470958,1366.0,2.329,0.6297616
2_39_90_440_2019-02-20 23:35:15.423400,629.0,19.678,5.320931
2_39_130_31_2019-02-21 00:48:23.905336,774.0,3.918,1.0594271
2_39_125_21_2019-02-21 01:11:25.472983,,0.876,0.2368704
2_39_127_19_2019-02-21 01:28:59.134043,838.0,15.284,4.1327934
2_39_126_20_2019-02-21 01:46:03.702502,1274.0,15.189,4.1071053
2_39_125_21_2019-02-21 01:56:37.077909,,0.829,0.2241616
2_39_124_22_2019-02-21 02:04:20.343184,,0.888,0.2401152
2_39_138_29_2019-02-21 02:22:24.305081,489.0,37.641,10.178125
2_39_78_365_2019-02-21 02:26:29.550154,754.0,12.929,3.4960015
2_39_130_31_2019-02-21 02:33:26.719013,1564.0,3.396,0.91827834
2_39_129_17_2019-02-21 02:47:21.298118,,0.843,0.22794719
2_39_91_437_2019-02-21 02:54:08.036902,637.0,4.701,1.2711504
2_39_88_24_2019-02-21 03:00:09.115569,1215.0,8.476,2.2919102
2_39_130_31_2019-02-21 04:59:15.213704,,0.754,0.20388159
2_39_78_366_2019-02-21 15:42:21.068155,569.0,9.074,2.4536095
2_39_88_24_2019-02-21 16:00:40.245182,858.0,4.574,1.2368095
2_39_131_30_2019-02-21 16:01:46.693622,734.0,19.201,5.1919503
2_39_79_380_2019-02-21 16:16:29.970767,1126.0,3.058,0.8268832
2_39_78_367_2019-02-21 16:16:38.332470,1001.0,4.727,1.2781808
2_39_138_29_2019-02-21 16:26:54.359382,559.0,6.975,1.8860399
2_39_78_360_2019-02-21 16:40:18.244368,1470.0,10.399,2.8118894
2_39_79_379_2019-02-21 16:49:39.654180,579.0,27.856,7.5322623
2_39_129_17_2019-02-21 16:53:49.231137,630.0,10.802,2.9208608
2_39_79_382_2019-02-21 16:54:19.264764,,1.009,0.2728336
2_39_125_21_2019-02-21 16:55:21.273351,712.0,10.973,2.967099
2_39_127_19_2019-02-21 16:55:21.841856,667.0,16.459,4.4505134
2_39_95_27_2019-02-21 17:03:54.173867,1108.0,3.114,0.8420256
2_39_79_377_2019-02-21 17:03:54.949687,676.0,15.643,4.229867
2_39_89_25_2019-02-21 17:04:27.665247,743.0,4.042,1.0929567
2_39_91_437_2019-02-21 17:10:37.066492,567.0,4.067,1.0997168
2_39_124_22_2019-02-21 17:16:44.867099,620.0,4.12,1.1140479
2_39_79_381_2019-02-21 17:52:41.684908,714.0,14.382,3.8888927
2_39_90_26_2019-02-21 18:00:51.320716,324.0,1.952,0.52782077
2_39_95_27_2019-02-21 18:19:51.076322,1095.0,12.663,3.4240751
2_39_78_361_2019-02-21 18:20:18.401722,558.0,11.799,3.1904495
2_39_79_378_2019-02-21 18:22:30.381835,668.0,10.188,2.754835
2_39_126_560_2019-02-21 18:25:07.287957,1534.0,6.603,1.7854512
2_39_79_376_2019-02-21 18:59:09.878482,1137.0,9.497,2.5679886
2_39_89_439_2019-02-21 19:23:18.369428,1082.0,2.295,0.620568
2_39_123_23_2019-02-21 19:26:56.339499,1408.0,10.511,2.8421743
2_39_79_383_2019-02-21 19:50:30.679643,1243.0,23.651,6.39523
2_39_83_386_2019-02-21 20:05:09.730169,1154.0,10.752,2.9073405
2_39_78_365_2019-02-21 20:32:00.308141,1124.0,6.979,1.8871216
2_39_78_362_2019-02-21 20:42:15.462400,777.0,7.276,1.9674304
2_39_78_364_2019-02-21 21:27:17.812896,,0.858,0.23200318
2_39_83_387_2019-02-21 21:48:18.482278,752.0,5.811,1.5712943
2_39_92_436_2019-02-21 22:04:52.999249,1470.0,10.401,2.8124304
2_39_131_30_2019-02-21 22:14:02.780221,1712.0,3.145,0.85040796
2_39_90_440_2019-02-21 23:13:50.226872,1091.0,7.892,2.1339967
2_39_79_382_2019-02-21 23:16:22.145616,1257.0,10.623,2.8724592
2_39_131_30_2019-02-22 00:44:42.530753,,0.969,0.26201758
2_39_131_30_2019-02-22 03:49:04.329359,838.0,15.487,4.1876845
2_39_127_19_2019-02-22 04:55:51.284127,637.0,10.655,2.8811119
2_39_89_25_2019-02-22 14:36:44.433612,743.0,4.193,1.1337872
2_39_95_444_2019-02-22 15:07:11.317108,234.0,16.453,4.4488907
2_39_78_366_2019-02-22 15:14:01.232765,569.0,20.92,5.656768
2_39_92_442_2019-02-22 16:13:35.969373,818.0,39.62,10.713247
2_39_83_386_2019-02-22 16:20:08.934361,1154.0,7.62,2.060448
2_39_123_23_2019-02-22 16:23:34.628589,858.0,5.19,1.403376
2_39_91_441_2019-02-22 16:28:38.149192,1243.0,37.958,10.263843
2_39_79_380_2019-02-22 16:32:18.617293,1126.0,5.511,1.4901744
2_39_130_31_2019-02-22 16:37:33.331068,667.0,9.458,2.5574431
2_39_123_557_2019-02-22 16:58:10.137354,273.0,36.45,9.85608
2_39_79_379_2019-02-22 16:59:19.393137,676.0,15.491,4.1887665
2_39_95_27_2019-02-22 17:05:36.465770,579.0,37.995,10.273848
2_39_89_25_2019-02-22 17:08:15.337975,567.0,4.762,1.2876447
2_39_79_381_2019-02-22 17:22:46.418288,714.0,7.919,2.1412976
2_39_129_17_2019-02-22 17:30:08.304455,620.0,5.576,1.5077504
2_39_89_439_2019-02-22 17:41:40.894861,,0.952,0.2574208
2_39_79_378_2019-02-22 18:03:26.612547,1470.0,13.007,3.5170927
2_39_124_558_2019-02-22 18:05:01.286225,1534.0,5.974,1.6153696
2_39_78_363_2019-02-22 18:07:23.700280,558.0,11.889,3.2147853
2_39_79_383_2019-02-22 18:20:52.989940,1095.0,12.271,3.3180783
2_39_78_367_2019-02-22 19:09:14.971818,832.0,27.598,7.4624987
2_39_79_377_2019-02-22 19:50:38.148011,515.0,7.41,2.0036638
2_39_79_376_2019-02-22 20:54:44.043399,1083.0,1.943,0.52538717
2_39_79_382_2019-02-22 21:01:07.668070,1285.0,7.871,2.1283183
2_39_91_437_2019-02-22 21:04:13.817547,1135.0,9.694,2.6212575
2_39_78_360_2019-02-22 21:22:20.078557,,1.049,0.2836496
2_39_124_22_2019-02-22 21:30:51.085773,1082.0,2.18,0.589472
2_39_78_365_2019-02-22 21:50:03.832983,1124.0,6.481,1.7524623
2_39_79_376_2019-02-22 22:09:53.703224,,3.787,1.0240047
2_39_79_380_2019-02-22 22:26:11.435775,1091.0,4.612,1.2470847
2_39_131_30_2019-02-22 23:10:59.071348,1236.0,4.393,1.1878672
2_39_92_436_2019-02-22 23:37:58.572485,248.0,7.496,2.0269182
2_39_125_21_2019-02-23 01:06:53.383224,1746.0,4.012,1.0848448
2_39_79_378_2019-02-23 01:24:24.324975,1108.0,5.065,1.369576
2_39_129_17_2019-02-23 02:05:42.985253,1021.0,11.143,3.013067
2_39_131_30_2019-02-23 02:15:52.039428,291.0,11.659,3.1525936
2_39_127_19_2019-02-23 02:26:14.836806,489.0,49.264,13.320985
2_39_89_25_2019-02-23 05:06:38.627783,637.0,6.012,1.6256448
2_39_129_17_2019-02-23 15:51:52.995438,675.0,9.206,2.4893024
2_39_124_22_2019-02-23 16:10:16.383303,,0.921,0.24903838
2_39_89_25_2019-02-23 16:13:12.558376,743.0,1.762,0.47644478
2_39_123_23_2019-02-23 16:57:38.844772,,0.974,0.2633696
2_39_78_366_2019-02-23 17:04:06.465710,,0.937,0.25336477
2_39_138_29_2019-02-23 17:31:08.038870,838.0,14.246,3.8521183
2_39_130_31_2019-02-23 17:33:47.552294,734.0,12.959,3.5041134
2_39_83_386_2019-02-23 17:39:56.439592,,1.033,0.2793232
2_39_129_17_2019-02-23 18:12:49.827836,1133.0,7.887,2.1326447
2_39_126_20_2019-02-23 18:30:00.955815,1346.0,10.798,2.919779
2_39_90_26_2019-02-23 19:13:33.426205,1085.0,2.822,0.7630688
2_39_123_23_2019-02-23 19:22:55.646855,,0.932,0.2520128
2_39_129_17_2019-02-23 20:03:18.019669,1726.0,9.797,2.6491086
2_39_91_437_2019-02-23 20:13:43.381661,292.0,36.061,9.750895
2_39_79_380_2019-02-23 20:47:46.944960,342.0,5.181,1.4009424
2_39_131_30_2019-02-23 20:55:41.090860,1021.0,8.436,2.2810943
2_39_124_22_2019-02-23 22:13:32.271417,1746.0,6.145,1.6616079
2_39_79_378_2019-02-23 22:37:34.221132,1135.0,11.726,3.1707103
2_39_83_386_2019-02-23 22:58:52.558627,1154.0,8.72,2.357888
2_39_79_377_2019-02-23 23:57:37.299278,1816.0,23.427,6.3346605
2_39_127_19_2019-02-24 00:00:58.516697,637.0,9.092,2.4584768
2_39_79_383_2019-02-24 02:32:38.661771,1082.0,2.205,0.59623194
2_39_79_382_2019-02-24 08:14:26.324138,565.0,8.68,2.347072
2_39_79_380_2019-02-24 08:32:50.102653,342.0,1.663,0.44967517
2_39_83_387_2019-02-24 17:43:59.774357,752.0,6.011,1.6253743
2_39_79_380_2019-02-24 18:07:07.481525,342.0,38.719,10.469618
2_39_79_379_2019-02-24 18:32:58.711416,248.0,13.586,3.6736543
2_39_131_30_2019-02-24 18:50:10.048843,420.0,8.155,2.2051117
2_39_128_18_2019-02-24 19:03:24.581234,372.0,4.64,1.254656
2_39_78_361_2019-02-24 20:07:29.945059,1142.0,1.603,0.4334512
2_39_78_361_2019-02-24 20:40:59.144608,,0.978,0.26445118
2_39_131_30_2019-02-24 20:54:37.883405,710.0,8.172,2.2097087
2_39_79_379_2019-02-24 21:02:35.540564,1083.0,6.073,1.6421391
2_39_79_377_2019-02-24 21:46:23.680451,248.0,9.905,2.6783118
2_39_130_31_2019-02-24 21:57:57.101679,,0.803,0.21713118
2_39_83_386_2019-02-24 22:11:43.007053,777.0,11.351,3.0693102
2_39_139_28_2019-02-24 22:50:10.504183,,0.676,0.1827904
2_39_79_378_2019-02-25 00:09:02.701991,1135.0,14.887,4.0254445
2_39_79_380_2019-02-25 00:40:43.829111,1142.0,5.421,1.4658383
2_39_95_27_2019-02-25 01:45:58.504862,754.0,13.333,3.605243
2_39_79_381_2019-02-25 01:56:51.194112,1286.0,56.379,15.244882
2_39_130_31_2019-02-25 03:53:04.623151,1099.0,15.192,4.107917
2_39_89_25_2019-02-25 14:14:57.913117,743.0,4.192,1.1335167
2_39_78_366_2019-02-25 15:14:04.974915,569.0,22.554,6.0986013
2_39_78_361_2019-02-25 15:23:02.707937,1524.0,16.281,4.4023824
2_39_130_31_2019-02-25 15:42:52.095220,734.0,38.289,10.353346
2_39_123_23_2019-02-25 15:55:54.669331,858.0,3.421,0.92503834
2_39_83_386_2019-02-25 16:24:16.540251,1154.0,15.892,4.297197
2_39_139_28_2019-02-25 16:44:08.527401,562.0,4.866,1.3157663
2_39_78_360_2019-02-25 16:48:43.428537,1470.0,30.784,8.323994
2_39_78_367_2019-02-25 16:56:25.114615,1001.0,8.863,2.3965552
2_39_131_30_2019-02-25 17:04:17.805598,,0.942,0.25471678
2_39_79_383_2019-02-25 17:06:37.271612,632.0,16.273,4.400219
2_39_89_25_2019-02-25 17:10:03.749472,567.0,4.958,1.3406432
2_39_79_380_2019-02-25 17:14:26.314889,714.0,7.099,1.9195695
2_39_95_444_2019-02-25 17:15:46.694644,1104.0,25.011,6.762974
2_39_89_439_2019-02-25 17:23:51.562104,743.0,5.347,1.4458288
2_39_79_377_2019-02-25 17:25:36.367749,1285.0,12.95,3.50168
2_39_126_20_2019-02-25 17:45:43.573786,620.0,5.959,1.6113136
2_39_79_379_2019-02-25 18:04:14.908866,558.0,11.194,3.0268576
2_39_95_27_2019-02-25 18:13:50.423390,1095.0,10.686,2.8894942
2_39_78_363_2019-02-25 18:15:42.245670,1526.0,3.31,0.89502394
2_39_79_376_2019-02-25 18:22:44.032462,579.0,44.065,11.915175
2_39_88_438_2019-02-25 18:23:51.211314,1534.0,7.938,2.1464353
2_39_78_366_2019-02-25 19:34:52.093412,1137.0,7.985,2.159144
2_39_91_437_2019-02-25 20:11:17.520927,1124.0,6.616,1.7889664
2_39_78_365_2019-02-25 20:21:48.083393,569.0,27.02,7.3062077
2_39_92_442_2019-02-25 20:59:00.098533,818.0,25.312,6.8443646
2_39_78_364_2019-02-25 21:36:09.270136,1526.0,6.049,1.6356494
2_39_88_24_2019-02-25 21:38:37.638286,562.0,1.524,0.4120896
2_39_91_441_2019-02-25 21:55:44.771614,1243.0,22.619,6.116177
2_39_78_363_2019-02-25 22:07:21.927461,1039.0,13.086,3.5384543
2_39_79_377_2019-02-25 22:27:35.774438,1083.0,5.057,1.3674128
2_39_131_30_2019-02-25 22:31:46.112997,1236.0,4.62,1.2492479
2_39_78_366_2019-02-25 23:39:54.034718,,0.559,0.1511536
2_39_131_30_2019-02-26 00:27:05.804439,838.0,15.473,4.183899
2_39_138_29_2019-02-26 00:43:02.558612,774.0,4.017,1.0861968
2_39_78_367_2019-02-26 01:42:16.815739,777.0,9.992,2.7018366
2_39_124_22_2019-02-26 02:07:40.586239,1133.0,7.894,2.1345375
2_39_139_28_2019-02-26 02:34:07.493094,1712.0,3.407,0.9212528
2_39_125_21_2019-02-26 02:59:39.275398,754.0,12.619,3.4121776
2_39_129_17_2019-02-26 03:56:26.476212,313.0,8.01,2.165904
2_39_90_26_2019-02-26 05:05:06.271822,637.0,6.56,1.7738239
2_39_78_360_2019-02-26 15:16:26.837259,569.0,6.143,1.6610671
2_39_123_23_2019-02-26 15:58:32.189546,858.0,4.705,1.2722319
2_39_95_444_2019-02-26 16:11:36.606667,234.0,14.432,3.9024127
2_39_92_442_2019-02-26 16:14:32.493602,818.0,25.989,7.0274253
2_39_83_386_2019-02-26 16:27:41.208453,1154.0,14.212,3.8429246
2_39_79_379_2019-02-26 16:28:44.811884,1126.0,1.356,0.36666238
2_39_138_29_2019-02-26 16:31:22.190377,559.0,11.073,2.994139
2_39_139_28_2019-02-26 16:34:51.924172,562.0,4.764,1.2881855
2_39_127_19_2019-02-26 16:43:07.335458,1346.0,10.294,2.7834973
2_39_89_25_2019-02-26 16:48:04.230885,743.0,4.544,1.2286975
2_39_130_31_2019-02-26 16:48:05.575744,1366.0,6.047,1.6351087
2_39_79_377_2019-02-26 16:57:12.523001,1104.0,20.189,5.459105
2_39_95_27_2019-02-26 17:09:52.006595,1108.0,4.363,1.1797551
2_39_91_437_2019-02-26 17:11:55.061198,567.0,6.438,1.7408352
2_39_79_380_2019-02-26 17:16:03.827133,714.0,8.577,2.3192205
2_39_78_366_2019-02-26 17:19:18.373338,676.0,16.379,4.428881
2_39_124_558_2019-02-26 17:19:20.601636,1534.0,4.899,1.3246896
2_39_124_22_2019-02-26 17:23:31.340151,,0.823,0.22253919
2_39_125_21_2019-02-26 18:01:36.986346,,0.799,0.2160496
2_39_88_24_2019-02-26 18:02:32.629953,324.0,1.419,0.3836976
2_39_90_26_2019-02-26 18:04:31.495561,637.0,6.74,1.8224958
2_39_78_364_2019-02-26 18:05:06.797229,558.0,11.718,3.1685472
2_39_90_440_2019-02-26 18:15:14.927033,1095.0,11.625,3.1434
2_39_79_376_2019-02-26 18:19:22.684505,1137.0,5.265,1.4236559
2_39_78_365_2019-02-26 18:41:07.701234,697.0,9.183,2.483083
2_39_92_436_2019-02-26 19:07:48.409378,1001.0,8.587,2.3219247
2_39_78_363_2019-02-26 19:15:07.851201,1274.0,9.915,2.681016
2_39_95_27_2019-02-26 19:16:34.045493,515.0,7.324,1.9804095
2_39_78_360_2019-02-26 19:17:08.776477,,1.140097,0.30828223
2_39_91_441_2019-02-26 19:41:22.536955,1082.0,2.121,0.5735184
2_39_125_21_2019-02-26 20:00:10.161259,945.0,13.232,3.5779328
2_39_124_22_2019-02-26 20:21:09.090587,712.0,16.115,4.357496
2_39_79_383_2019-02-26 20:29:45.119387,777.0,7.385,1.996904
2_39_78_367_2019-02-26 20:41:01.221842,1470.0,10.39,2.8094559
2_39_90_26_2019-02-26 20:46:21.496430,1912.0,12.436,3.3626943
2_39_78_362_2019-02-26 21:02:51.307956,1124.0,6.678,1.805731
2_39_131_30_2019-02-26 21:25:30.389270,562.0,1.039,0.2809456
2_39_128_18_2019-02-26 22:18:08.980560,,0.963,0.2603952
2_39_139_28_2019-02-27 01:13:19.915119,1746.0,5.522,1.4931487
2_39_138_29_2019-02-27 03:13:34.801993,838.0,4.048,1.0945791
2_39_139_28_2019-02-27 03:17:47.524028,,0.882,0.2384928
2_39_129_17_2019-02-27 03:33:15.525778,754.0,12.312,3.3291647
2_39_89_25_2019-02-27 14:21:26.579254,743.0,4.115,1.1126959
2_39_78_364_2019-02-27 15:17:04.546776,1524.0,4.321,1.1683984
2_39_79_379_2019-02-27 16:12:34.305320,1083.0,5.577,1.5080208
2_39_78_361_2019-02-27 16:18:29.539380,1001.0,1.721,0.46535838
2_39_139_28_2019-02-27 16:28:33.671478,562.0,4.935,1.3344239
2_39_131_30_2019-02-27 16:29:57.167100,620.0,6.925,1.87252
2_39_78_366_2019-02-27 16:30:12.189208,,1.225,0.33124
2_39_79_382_2019-02-27 16:31:56.019942,1154.0,12.293,3.324027
2_39_124_558_2019-02-27 16:34:01.421887,1534.0,6.194,1.6748575
2_39_79_383_2019-02-27 16:34:28.519277,632.0,3.862,1.0442847
2_39_78_360_2019-02-27 16:35:15.311158,1470.0,9.549,2.5820494
2_39_129_17_2019-02-27 16:40:52.606886,1316.0,47.892,12.949996
2_39_127_19_2019-02-27 16:44:59.984433,712.0,4.354,1.1773216
2_39_78_363_2019-02-27 16:48:10.008488,945.0,13.829,3.7393615
2_39_79_380_2019-02-27 17:01:12.796285,,5.438,1.4704351
2_39_123_23_2019-02-27 17:01:44.802734,858.0,2.678,0.72413117
2_39_78_361_2019-02-27 17:03:35.572408,,0.856,0.23146239
2_39_89_25_2019-02-27 17:07:16.604698,743.0,5.179,1.4004015
2_39_91_437_2019-02-27 17:22:55.470143,,1.435,0.38802397
2_39_125_21_2019-02-27 17:30:05.958990,567.0,5.747,1.5539888
2_39_128_18_2019-02-27 17:35:59.670216,559.0,11.04,2.985216
2_39_126_20_2019-02-27 17:41:18.459589,1864.0,2.702,0.73062074
2_39_79_377_2019-02-27 18:01:48.472161,1095.0,12.054,3.2594013
2_39_92_442_2019-02-27 18:10:03.990861,1104.0,21.628,5.848211
2_39_90_26_2019-02-27 18:10:34.440583,,0.952,0.2574208
2_39_92_436_2019-02-27 18:15:36.409911,891.0,1.809,0.4891536
2_39_79_378_2019-02-27 18:21:42.381022,697.0,9.781,2.6447823
2_39_78_361_2019-02-27 18:25:31.944659,,0.866,0.23416638
2_39_78_366_2019-02-27 18:25:32.850128,,0.953,0.2576912
2_39_95_27_2019-02-27 18:48:43.238194,1222.0,6.142,1.6607968
2_39_88_24_2019-02-27 18:58:17.491647,744.0,6.524,1.7640896
2_39_78_362_2019-02-27 20:09:56.993171,832.0,25.624,6.9287295
2_39_79_379_2019-02-27 20:43:25.831106,1083.0,2.036,0.55053437
2_39_78_365_2019-02-27 21:02:15.623261,1124.0,6.63,1.7927519
2_39_123_557_2019-02-27 21:06:07.999586,,1.12,0.30284798
2_39_78_360_2019-02-27 21:07:18.796731,,0.5617219,0.1518896
2_39_88_24_2019-02-27 21:52:08.639407,,0.691,0.18684639
2_39_130_31_2019-02-27 22:36:04.194528,1135.0,4.648,1.2568191
2_39_130_31_2019-02-28 00:30:13.168696,774.0,5.089,1.3760656
2_39_123_23_2019-02-28 00:46:43.585186,1746.0,2.431,0.6573424
2_39_91_437_2019-02-28 01:58:07.876441,558.0,8.774,2.3724895
2_39_138_29_2019-02-28 02:02:59.304920,362.0,9.268,2.506067
2_39_129_17_2019-02-28 02:11:37.413306,1133.0,7.881,2.1310222
2_39_92_442_2019-02-28 02:24:25.055778,1082.0,2.169,0.58649755
2_39_130_31_2019-02-28 02:27:39.695677,1752.0,5.538,1.4974751
2_39_139_28_2019-02-28 02:30:05.566166,1564.0,7.846,2.1215584
